iter	Passed	Remaining
142	3276	19637
143	3300	19616
144	3323	19595
145	3346	19576
146	3368	19546
147	3390	19515
148	3411	19485
149	3433	19456
150	3455	19429
151	3476	19394
152	3497	19364
153	3522	19349
154	3543	19318
155	3565	19288
156	3587	19261
157	3610	19240
158	3633	19218
159	3656	19194
160	3677	19164
161	3698	19133
162	3720	19102
163	3741	19072
164	3762	19041
165	3785	19020
166	3808	18995
167	3829	18964
168	3851	18939
169	3873	18912
170	3894	18881
171	3917	18860
172	3938	18826
173	3958	18789
174	3980	18766
175	4001	18732
176	4023	18707
177	4045	18681
178	4066	18652
179	4087	18622
180	4109	18596
181	4131	18567
182	4151	18533
183	4172	18502
184	4192	18470
185	4214	18441
186	4236	18417
187	4258	18393
188	4279	18362
189	4301	18336
190	4323	18310
191	4347	18296
192	4369	18268
193	4390	18240
194	4412	18216
195	4433	18186
196	4455	18161
197	4478	18139
198	4499	18111
199	4520	18081
200	4543	18061
201	4563	18029
202	4584	17999
203	4606	17973
204	4627	17946
205	4649	17921
206	4672	17899
207	4693	17869
208	4713	17840
209	4734	17812
210	4757	17790
211	4778	17763
212	4799	17733
213	4822	17711
214	4844	17689
215	4866	17662
216	4887	17634
217	4908	17606
218	4930	17582
219	4957	17576
220	4982	17561
221	5004	17539
222	5030	17528
223	5058	17523
224	5080	17498
225	5102	17475
226	5125	17453
227	5150	17438
228	5193	17484
229	5227	17502
230	5274	17557
231	5297	17536
232	5329	17543
233	5366	17568
234	5411	17616
235	5441	17615
236	5476	17631
237	5512	17648
238	5542	17648
239	5567	17630
240	5590	17606
241	5614	17584
242	5635	17556
243	5661	17539
244	5683	17513
245	5705	17488
246	5729	17467
247	5750	17438
248	5771	17406
249	5794	17383
250	5816	17355
251	5838	17329
252	5863	17311
253	5883	17280
254	5905	17252
255	5929	17231
256	5950	17202
257	5971	17172
258	5992	17145
259	6015	17120
260	6035	17088
261	6057	17061
262	6077	17031
263	6098	17003
264	6122	16981
265	6147	16962
266	6168	16933
267	6192	16914
268	6214	16888
269	6235	16859
270	6258	16836
271	6280	16810
272	6300	16779
273	6323	16756
274	6345	16729
275	6366	16701
276	6387	16671
277	6407	16640
278	6428	16611
279	6448	16582
280	6468	16551
281	6490	16524
282	6512	16499
283	6539	16487
284	6566	16474
285	6592	16459
286	6615	16435
287	6639	16415
288	6665	16398
289	6690	16379
290	6711	16353
291	6733	16325
292	6755	16299
293	6777	16274
294	6800	16251
295	6825	16233
296	6846	16206
297	6868	16179
298	6889	16153
299	6910	16125
300	6933	16101
301	6956	16077
302	6975	16046
303	6999	16024
304	7020	15997
305	7041	15969
306	7062	15942
307	7084	15917
308	7104	15888
309	7124	15858
310	7147	15834
311	7168	15807
312	7190	15782
313	7214	15762
314	7236	15736
315	7322	15849
316	7384	15911
317	7428	15931
318	7454	15913
319	7485	15905
320	7509	15884
321	7534	15863
322	7556	15837
323	7579	15814
324	7602	15788
325	7623	15761
326	7645	15735
327	7665	15705
328	7686	15675
329	7707	15647
330	7730	15624
331	7751	15595
332	7772	15568
333	7794	15542
334	7816	15515
335	7836	15487
336	7857	15458
337	7880	15434
338	7901	15407
339	7924	15382
340	7950	15365
341	7972	15339
342	7992	15310
343	8012	15279
344	8033	15252
345	8096	15304
346	8157	15350
347	8209	15381
348	8234	15360
349	8257	15334
350	8281	15312
351	8305	15289
352	8327	15262
353	8348	15235
354	8370	15208
355	8393	15183
356	8414	15155
357	8436	15128
358	8456	15098
359	8476	15070
360	8499	15045
361	8521	15017
362	8541	14988
363	8563	14963
364	8585	14935
365	8606	14908
366	8626	14879
367	8649	14854
368	8668	14823
369	8690	14797
370	8711	14769
371	8734	14745
372	8755	14717
373	8775	14689
374	8799	14665
375	8820	14637
376	8840	14609
377	8861	14581
378	8882	14554
379	8903	14527
380	8926	14502
381	8949	14479
382	8970	14451
383	8991	14423
384	9013	14397
385	9032	14368
386	9053	14340
387	9074	14314
388	9095	14287
389	9116	14259
390	9136	14230
391	9156	14202
392	9178	14176
393	9200	14150
394	9221	14123
395	9241	14095
396	9260	14066
397	9281	14039
398	9302	14012
399	9324	13986
400	9343	13957
401	9364	13929
402	9384	13902
403	9406	13877
404	9426	13849
405	9447	13822
406	9468	13796
407	9491	13771
408	9511	13744
409	9531	13716
410	9552	13688
411	9573	13663
412	9593	13635
413	9614	13608
414	9633	13579
415	9655	13554
416	9676	13528
417	9696	13501
418	9716	13473
419	9739	13450
420	9759	13422
421	9781	13398
422	9803	13372
423	9822	13344
424	9843	13317
425	9864	13291
426	9885	13265
427	9908	13241
428	9928	13214
429	9949	13188
430	9971	13164
431	9992	13138
432	10014	13113
433	10035	13088
434	10056	13062
435	10077	13036
436	10100	13013
437	10120	12985
438	10141	12959
439	10163	12935
440	10186	12912
441	10208	12887
442	10229	12862
443	10251	12836
444	10273	12812
445	10294	12786
446	10316	12762
447	10337	12737
448	10358	12711
449	10380	12687
450	10402	12662
451	10423	12636
452	10444	12611
453	10467	12588
454	10490	12565
455	10525	12556
456	10545	12530
457	10566	12504
458	10587	12478
459	10608	12452
460	10629	12428
461	10650	12402
462	10671	12376
463	10692	12352
464	10713	12326
465	10734	12300
466	10754	12274
467	10778	12252
468	10801	12229
469	10825	12207
470	10847	12183
471	10870	12159
472	10893	12137
473	10917	12114
474	10940	12092
475	10960	12066
476	10981	12040
477	11003	12016
478	11024	11990
479	11045	11965
480	11065	11939
481	11086	11914
482	11108	11890
483	11128	11864
484	11149	11839
485	11173	11817
486	11195	11793
487	11217	11768
488	11238	11744
489	11260	11719
490	11279	11693
491	11301	11668
492	11322	11643
493	11342	11617
494	11362	11592
495	11384	11568
496	11404	11541
497	11424	11516
498	11445	11491
499	11466	11466
500	11486	11441
501	11506	11415
502	11528	11390
503	11549	11365
504	11569	11340
505	11590	11315
506	11611	11291
507	11634	11267
508	11654	11242
509	11675	11218
510	11696	11193
511	11717	11167
512	11737	11142
513	11758	11118
514	11780	11094
515	11800	11068
516	11819	11042
517	11840	11017
518	11862	10993
519	11883	10969
520	11902	10942
521	11924	10919
522	11946	10896
523	11967	10871
524	11987	10845
525	12008	10821
526	12029	10796
527	12050	10772
528	12072	10748
529	12092	10723
530	12112	10698
531	12132	10672
532	12152	10647
533	12172	10622
534	12194	10598
535	12215	10574
536	12235	10549
537	12257	10526
538	12279	10502
539	12298	10476
540	12319	10452
541	12341	10428
542	12361	10403
543	12382	10379
544	12401	10353
545	12423	10329
546	12443	10305
547	12464	10281
548	12487	10258
549	12508	10234
550	12528	10209
551	12548	10184
552	12569	10159
553	12592	10137
554	12614	10113
555	12635	10090
556	12655	10065
557	12676	10041
558	12697	10017
559	12719	9993
560	12740	9970
561	12760	9945
562	12781	9920
563	12803	9897
564	12825	9874
565	12846	9850
566	12869	9828
567	12890	9803
568	12911	9780
569	12933	9756
570	12954	9732
571	12975	9709
572	12995	9684
573	13017	9661
574	13039	9637
575	13059	9613
576	13080	9589
577	13101	9565
578	13121	9540
579	13143	9517
580	13165	9494
581	13185	9469
582	13205	9445
583	13237	9429
584	13258	9405
585	13279	9381
586	13300	9357
587	13321	9334
588	13343	9311
589	13364	9287
590	13384	9262
591	13403	9237
592	13424	9213
593	13445	9190
594	13466	9166
595	13486	9141
596	13507	9118
597	13528	9094
598	13548	9070
599	13569	9046
600	13591	9023
601	13611	8999
602	13634	8976
603	13656	8953
604	13677	8929
605	13697	8905
606	13717	8881
607	13741	8859
608	13765	8838
609	13788	8815
610	13809	8792
611	13830	8768
612	13850	8744
613	13873	8722
614	13893	8697
615	13913	8673
616	13933	8649
617	13954	8625
618	13975	8601
619	13996	8578
620	14017	8554
621	14041	8533
622	14063	8510
623	14086	8487
624	14108	8464
625	14127	8440
626	14148	8416
627	14168	8392
628	14188	8368
629	14209	8345
630	14230	8321
631	14253	8299
632	14274	8276
633	14297	8253
634	14320	8231
635	14342	8208
636	14366	8186
637	14387	8163
638	14447	8162
639	14548	8183
640	14590	8171
641	14610	8147
642	14630	8123
643	14651	8099
644	14671	8074
645	14691	8050
646	14712	8027
647	14736	8004
648	14758	7981
649	14779	7958
650	14801	7935
651	14821	7910
652	14845	7889
653	14867	7865
654	14887	7841
655	14909	7818
656	14931	7795
657	14953	7772
658	14974	7748
659	14995	7725
660	15016	7701
661	15036	7677
662	15058	7654
663	15079	7630
664	15100	7606
665	15120	7583
666	15142	7559
667	15163	7536
668	15183	7512
669	15204	7488
670	15226	7465
671	15247	7442
672	15268	7418
673	15289	7395
674	15310	7371
675	15331	7348
676	15351	7324
677	15372	7300
678	15393	7277
679	15413	7253
680	15433	7229
681	15454	7206
682	15477	7183
683	15497	7159
684	15518	7136
685	15539	7112
686	15559	7088
687	15579	7064
688	15600	7041
689	15622	7018
690	15644	6995
691	15665	6972
692	15688	6950
693	15709	6926
694	15730	6903
695	15752	6880
696	15773	6857
697	15794	6833
698	15817	6811
699	15839	6788
700	15859	6764
701	15881	6741
702	15903	6718
703	15924	6695
704	15945	6672
705	15965	6648
706	15986	6625
707	16006	6601
708	16027	6578
709	16049	6555
710	16071	6532
711	16092	6509
712	16113	6485
713	16135	6463
714	16156	6439
715	16177	6416
716	16200	6394
717	16221	6371
718	16242	6348
719	16262	6324
720	16283	6301
721	16303	6277
722	16324	6254
723	16345	6231
724	16364	6207
725	16384	6183
726	16404	6160
727	16426	6137
728	16447	6114
729	16467	6090
730	16487	6067
731	16509	6044
732	16530	6021
733	16552	5998
734	16572	5975
735	16595	5952
736	16616	5929
737	16638	5906
738	16661	5884
739	16682	5861
740	16702	5838
741	16725	5815
742	16746	5792
743	16766	5769
744	16787	5746
745	16810	5723
746	16831	5700
747	16852	5677
748	16874	5654
749	16895	5631
750	16916	5608
751	16937	5585
752	16958	5562
753	16979	5539
754	17001	5517
755	17023	5494
756	17044	5471
757	17066	5448
758	17088	5425
759	17109	5402
760	17129	5379
761	17149	5356
762	17169	5333
763	17191	5310
764	17212	5287
765	17234	5264
766	17254	5241
767	17274	5218
768	17294	5195
769	17315	5172
770	17336	5149
771	17356	5126
772	17377	5103
773	17400	5080
774	17421	5057
775	17441	5034
776	17462	5011
777	17483	4988
778	17504	4965
779	17523	4942
780	17543	4919
781	17562	4896
782	17582	4872
783	17602	4849
784	17622	4826
785	17642	4803
786	17664	4780
787	17684	4757
788	17706	4735
789	17725	4711
790	17746	4688
791	17767	4666
792	17788	4643
793	17810	4620
794	17831	4598
795	17853	4575
796	17873	4552
797	17895	4529
798	17916	4507
799	17937	4484
800	17960	4462
801	17980	4439
802	18000	4416
803	18021	4393
804	18043	4370
805	18065	4348
806	18086	4325
807	18116	4304
808	18138	4282
809	18159	4259
810	18182	4237
811	18203	4214
812	18226	4192
813	18248	4169
814	18270	4147
815	18292	4124
816	18314	4102
817	18336	4079
818	18360	4057
819	18379	4034
820	18399	4011
821	18419	3988
822	18439	3965
823	18459	3942
824	18479	3919
825	18501	3897
826	18522	3874
827	18543	3851
828	18565	3829
829	18587	3807
830	18609	3784
831	18629	3761
832	18651	3739
833	18672	3716
834	18696	3694
835	18718	3672
836	18738	3649
837	18758	3626
838	18778	3603
839	18801	3581
840	18822	3558
841	18842	3535
842	18862	3512
843	18884	3490
844	18906	3468
845	18927	3445
846	18948	3422
847	18968	3400
848	18988	3377
849	19010	3354
850	19033	3332
851	19053	3309
852	19074	3287
853	19096	3264
854	19116	3242
855	19137	3219
856	19158	3196
857	19182	3174
858	19201	3151
859	19221	3129
860	19241	3106
861	19263	3083
862	19283	3061
863	19303	3038
864	19322	3015
865	19343	2993
866	19365	2970
867	19386	2948
868	19408	2925
869	19430	2903
870	19451	2880
871	19472	2858
872	19494	2835
873	19513	2813
874	19534	2790
875	19555	2768
876	19576	2745
877	19596	2723
878	19617	2700
879	19638	2677
880	19662	2655
881	19683	2633
882	19704	2610
883	19724	2588
884	19745	2565
885	19767	2543
886	19787	2520
887	19808	2498
888	19830	2475
889	19851	2453
890	19872	2431
891	19891	2408
892	19911	2385
893	19932	2363
894	19953	2340
895	19974	2318
896	19994	2295
897	20015	2273
898	20036	2251
899	20056	2228
900	20078	2206
901	20099	2183
902	20120	2161
903	20139	2138
904	20161	2116
905	20182	2093
906	20202	2071
907	20222	2048
908	20242	2026
909	20262	2003
910	20283	1981
911	20302	1958
912	20322	1936
913	20342	1914
914	20362	1891
915	20383	1869
916	20403	1846
917	20423	1824
918	20444	1801
919	20465	1779
920	20485	1757
921	20505	1734
922	20526	1712
923	20548	1690
924	20569	1667
925	20589	1645
926	20611	1623
927	20631	1600
928	20652	1578
929	20672	1556
930	20694	1533
931	20714	1511
932	20734	1488
933	20755	1466
934	20775	1444
935	20796	1421
936	20818	1399
937	20838	1377
938	20859	1355
939	20879	1332
940	20900	1310
941	20924	1288
942	20946	1266
943	20966	1243
944	20987	1221
945	21008	1199
946	21030	1176
947	21051	1154
948	21073	1132
949	21093	1110
950	21114	1087
951	21134	1065
952	21157	1043
953	21178	1021
954	21199	998
955	21222	976
956	21245	954
957	21267	932
958	21288	910
959	21308	887
960	21329	865
961	21350	843
962	21372	821
963	21392	798
964	21411	776
965	21432	754
966	21454	732
967	21474	709
968	21494	687
969	21515	665
970	21538	643
971	21561	621
972	21584	598
973	21606	576
974	21627	554
975	21651	532
976	21675	510
977	21695	488
978	21715	465
979	21736	443
980	21756	421
981	21779	399
982	21800	377
983	21820	354
984	21840	332
985	21861	310
986	21883	288
987	21902	266
988	21922	243
989	21943	221
990	21965	199
991	21986	177
992	22006	155
993	22027	132
994	22047	110
995	22069	88
996	22092	66
997	22117	44
998	22138	22
999	22158	0
